         1497223 function calls (1446598 primitive calls) in 64.245 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       31    0.000    0.000    0.034    0.001 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_models.py:935(iter_raw)
        1    0.000    0.000    0.034    0.034 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/threads/__init__.py:1(<module>)
      145    0.000    0.000    0.034    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/__init__.py:287(compile)
     1925    0.004    0.000    0.033    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/queue.py:228(get_nowait)
      150    0.000    0.000    0.033    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_compiler.py:743(compile)
       11    0.000    0.000    0.033    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_base_client.py:453(_build_request)
       31    0.000    0.000    0.032    0.001 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_client.py:152(__iter__)
       31    0.000    0.000    0.032    0.001 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_transports/default.py:125(__iter__)
        1    0.000    0.000    0.032    0.032 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/__init__.py:1(<module>)
       31    0.000    0.000    0.032    0.001 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_sync/connection_pool.py:401(__iter__)
       31    0.000    0.000    0.032    0.001 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_sync/http11.py:330(__iter__)
       31    0.000    0.000    0.031    0.001 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_sync/http11.py:196(_receive_response_body)
      884    0.031    0.000    0.031    0.000 {built-in method marshal.loads}
8157/2307    0.007    0.000    0.031    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:463(_eval_type)
        1    0.000    0.000    0.031    0.031 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/lib/__init__.py:1(<module>)
     4964    0.010    0.000    0.030    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:173(_type_check)
      247    0.001    0.000    0.030    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/logging/__init__.py:2187(info)
    38/34    0.000    0.000    0.028    0.001 <frozen importlib._bootstrap_external>:1318(create_module)
    38/34    0.024    0.001    0.027    0.001 {built-in method _imp.create_dynamic}
     1181    0.003    0.000    0.027    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1047(_evaluate)
        1    0.000    0.000    0.027    0.027 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/base_events.py:1(<module>)
      151    0.003    0.000    0.026    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:2399(get_type_hints)
     3561    0.025    0.000    0.025    0.000 {built-in method numpy.frombuffer}
        1    0.000    0.000    0.025    0.025 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/lib/streaming/chat/__init__.py:1(<module>)
        1    0.000    0.000    0.024    0.024 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/__config__.py:1(<module>)
        1    0.000    0.000    0.024    0.024 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_types.py:1(<module>)
        1    0.000    0.000    0.024    0.024 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/__init__.py:1(<module>)
   159/11    0.000    0.000    0.024    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:575(generate_schema)
        1    0.000    0.000    0.023    0.023 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/_core/__init__.py:1(<module>)
   280/11    0.000    0.000    0.023    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:861(_generate_schema_inner)
        1    0.000    0.000    0.023    0.023 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/types.py:1(<module>)
       31    0.000    0.000    0.023    0.001 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/llm_intent_manager.py:105(_process_buffer)
     35/9    0.000    0.000    0.023    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/main.py:680(__get_pydantic_core_schema__)
    164/9    0.000    0.000    0.022    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_schema_generation_shared.py:83(__call__)
      292    0.003    0.000    0.022    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_typing_extra.py:472(get_model_type_hints)
     35/9    0.001    0.000    0.022    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:622(_model_schema)
     1487    0.004    0.000    0.022    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1423(__init__)
     1058    0.004    0.000    0.022    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/base_events.py:776(call_later)
      150    0.000    0.000    0.021    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_parser.py:970(parse)
   124/35    0.000    0.000    0.021    0.001 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:1064(_generate_md_field_schema)
   124/35    0.001    0.000    0.021    0.001 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:1217(_common_field_schema)
       11    0.000    0.000    0.021    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:544(clean_schema)
  612/150    0.001    0.000    0.021    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_parser.py:451(_parse_sub)
       77    0.000    0.000    0.021    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/dataclasses.py:1294(wrap)
       77    0.002    0.000    0.021    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/dataclasses.py:929(_process_class)
   129/35    0.000    0.000    0.021    0.001 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:2015(_apply_annotations)
    18/16    0.000    0.000    0.021    0.001 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/main.py:749(__class_getitem__)
        1    0.000    0.000    0.021    0.021 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/lib/_index_tricks_impl.py:1(<module>)
  788/576    0.000    0.000    0.020    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:574(__getitem__)
  779/187    0.010    0.000    0.020    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_parser.py:511(_parse)
        9    0.000    0.000    0.020    0.002 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/audio_manager.py:560(play_sound)
       11    0.000    0.000    0.020    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_base_client.py:411(_build_headers)
      759    0.004    0.000    0.020    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:2241(clip)
  381/378    0.001    0.000    0.020    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/logging/__init__.py:1666(handle)
       11    0.000    0.000    0.019    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_client.py:169(default_headers)
       11    0.000    0.000    0.019    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_base_client.py:614(default_headers)
       11    0.000    0.000    0.019    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_base_client.py:654(platform_headers)
        1    0.000    0.000    0.019    0.019 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_base_client.py:2016(platform_headers)
      231    0.007    0.000    0.019    0.000 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/llm_intent_manager.py:76(_process_audio)
  381/378    0.001    0.000    0.019    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/logging/__init__.py:1720(callHandlers)
     1028    0.001    0.000    0.019    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/queue.py:220(put_nowait)
        3    0.019    0.006    0.019    0.006 {method 'load_verify_locations' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.019    0.019 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/lib/streaming/chat/_types.py:1(<module>)
        1    0.000    0.000    0.019    0.019 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/v1/__init__.py:1(<module>)
   123/34    0.000    0.000    0.019    0.001 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:2034(inner_handler)
        1    0.000    0.000    0.019    0.019 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/matrixlib/__init__.py:1(<module>)
       94    0.001    0.000    0.018    0.000 <frozen importlib._bootstrap_external>:1675(_fill_cache)
       10    0.001    0.000    0.018    0.002 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/llm_intent_manager.py:152(_transcribe_audio)
        2    0.016    0.008    0.018    0.009 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/call_manager.py:388(_initialize_call_client)
        1    0.000    0.000    0.018    0.018 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_base_client.py:1974(get_platform)
        1    0.000    0.000    0.018    0.018 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/platform.py:1311(platform)
      102    0.018    0.000    0.018    0.000 {built-in method posix.listdir}
        1    0.000    0.000    0.018    0.018 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_utils/_sync.py:1(<module>)
        1    0.000    0.000    0.018    0.018 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_api.py:1(<module>)
      552    0.002    0.000    0.018    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:753(Union)
        1    0.000    0.000    0.018    0.018 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/matrixlib/defmatrix.py:1(<module>)
  381/378    0.001    0.000    0.018    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/logging/__init__.py:1010(handle)
   245/40    0.001    0.000    0.018    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:886(match_type)
        1    0.000    0.000    0.018    0.018 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/anyio/__init__.py:1(<module>)
        1    0.000    0.000    0.018    0.018 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/completion_create_params.py:1(<module>)
        1    0.000    0.000    0.018    0.018 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/linalg/__init__.py:1(<module>)
     1050    0.007    0.000    0.018    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/queue.py:140(put)
        9    0.001    0.000    0.017    0.002 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/audio_manager.py:607(_play_wav_file)
        6    0.000    0.000    0.017    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/main.py:549(model_rebuild)
        1    0.000    0.000    0.017    0.017 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/urllib3/_base_connection.py:1(<module>)
        6    0.000    0.000    0.017    0.003 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/call_manager.py:370(_initialize_daily_runtime)
        1    0.000    0.000    0.017    0.017 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/chat/__init__.py:1(<module>)
        1    0.000    0.000    0.017    0.017 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_sync/__init__.py:1(<module>)
   115/28    0.000    0.000    0.017    0.001 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:997(_match_generic_type)
    24847    0.010    0.000    0.017    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:2524(get_origin)
        1    0.000    0.000    0.017    0.017 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/linalg/_linalg.py:1(<module>)
      381    0.001    0.000    0.017    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/logging/__init__.py:1138(emit)
        1    0.000    0.000    0.017    0.017 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/urllib3/util/__init__.py:1(<module>)
      768    0.002    0.000    0.016    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:51(_wrapfunc)
        1    0.000    0.000    0.016    0.016 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/v1/dataclasses.py:1(<module>)
     1059    0.004    0.000    0.016    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/base_events.py:800(call_at)
        1    0.000    0.000    0.016    0.016 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/__init__.py:1(<module>)
        1    0.000    0.000    0.016    0.016 /Users/ash/develop/phoenix/phoenix-vapi/src/config.py:1(<module>)
        2    0.016    0.008    0.016    0.008 {built-in method init}
       11    0.000    0.000    0.015    0.001 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_base_client.py:1113(_process_response)
  389/191    0.001    0.000    0.015    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:738(_generate_schema_from_property)
        1    0.000    0.000    0.015    0.015 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/requests/exceptions.py:1(<module>)
    80/34    0.000    0.000    0.015    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:1316(_union_schema)
       11    0.002    0.000    0.015    0.001 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_core_utils.py:607(validate_core_schema)
       11    0.000    0.000    0.015    0.001 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_response.py:285(parse)
        1    0.000    0.000    0.015    0.015 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_api.py:1(<module>)
        1    0.000    0.000    0.015    0.015 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/requests/compat.py:1(<module>)
        1    0.015    0.015    0.015    0.015 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/sounddevice.py:1114(start)
        1    0.000    0.000    0.015    0.015 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/realtime/realtime_server_event.py:1(<module>)
